,Well_Name,allprodmaxindex,allprodcum,allprodquarter,allprodhalf,allprodthreequarter,halfwaydays,threequarterdays,halfdaysdate,Cumsum_OilProd_Norm,Cumsum_OilProd_ERU
494,Shell 14-4 Clarkson State,23491,865003.4482758627,2585.0,9223.0,13100.0,6638.0,3877.0,1986,806984.4482758628,58018.999999999985
495,Shell 14-9 State BRRU,21134,776168.3103448269,9403.0,12193.0,14262.0,2790.0,2069.0,1995,100405.58620689649,675762.724137931
496,Shell 32-11A Seppala,12616,140863.7586206898,1389.0,3050.0,4959.0,1661.0,1909.0,1969,139438.89655172423,1424.8620689655172
497,Shell 32-16 State BRRU,18676,1609804.0344827606,11749.0,14686.0,17302.0,2937.0,2616.0,2000,127792.72413793104,1482011.3103448292
499,Shell 32-8 State BRRU,21717,101848.17241379307,841.0,2123.0,4764.0,1282.0,2641.0,1966,82750.82758620685,19097.344827586207
500,Shell 32-9 State BRRU,21342,3290.9310344827586,56.0,155.0,356.0,99.0,201.0,1977,2768.3103448275865,522.6206896551724
502,Shell 34-2A Haivala SBRRU,13647,61081.10344827585,1158.0,2264.0,3670.0,1106.0,1406.0,1971,60443.79310344826,637.3103448275862
503,Spyglass 16-24 Hett,115049,4045.3448275862074,142.0,262.0,475.0,120.0,213.0,2009,4045.3448275862074,0.0
504,Spyglass 4-35 State,114405,60944.13793103448,199.0,432.0,788.0,233.0,356.0,2009,60944.13793103448,0.0
506,Stafford 44-1H,124118,55460.0,273.0,772.0,1530.0,499.0,758.0,2015,55460.0,0.0
507,State 1-21,119797,15144.827586206899,123.0,304.0,457.0,181.0,153.0,2011,15144.827586206899,0.0
508,State 10-16,117417,55447.413793103464,169.0,404.0,707.0,235.0,303.0,2009,55447.413793103464,0.0
509,State 10-35,117567,8795.517241379312,146.0,291.0,505.0,145.0,214.0,2009,8795.517241379312,0.0
511,State 13-23,118712,1146.034482758621,30.0,61.0,214.0,31.0,153.0,2010,1146.034482758621,0.0
512,State 16-22,118862,9827.758620689654,133.0,286.0,498.0,153.0,212.0,2009,9827.758620689654,0.0
513,State 16-8,117269,15062.931034482755,146.0,352.0,624.0,206.0,272.0,2009,15062.931034482755,0.0
514,State 2-16,120426,12397.068965517243,183.0,365.0,579.0,182.0,214.0,2011,12397.068965517243,0.0
515,State 2-27,119630,5389.482758620689,183.0,275.0,456.0,92.0,181.0,2010,5389.482758620689,0.0
516,State 8-8,117719,42271.03448275864,205.0,449.0,783.0,244.0,334.0,2009,42271.03448275864,0.0
517,State Clarkson 14-4,23648,114448.4827586207,383.0,969.0,2020.0,586.0,1051.0,2013,0.0,114448.4827586207
518,State F-29H,116083,74458.79310344826,563.0,1493.0,2844.0,930.0,1351.0,2012,0.0,74458.79310344826
519,State H-25H,121162,69092.37931034483,577.0,899.0,2034.0,322.0,1135.0,2013,69092.37931034483,0.0
521,Stearns 1-19,125259,61361.999999999985,360.0,836.0,1418.0,476.0,582.0,2017,61361.999999999985,0.0
523,Stearns Brothers B-33H,124732,65564.31034482757,323.0,717.0,1303.0,394.0,586.0,2015,65564.31034482757,0.0
524,Stearns H-18H,112418,241398.96551724148,707.0,1574.0,2704.0,867.0,1130.0,2009,0.0,241398.96551724148
525,Stearns Ranch P-2H,124026,69298.65517241374,175.0,509.0,1325.0,334.0,816.0,2014,69298.65517241374,0.0
527,Swanson 1-32H,40699,73992.44827586207,119.0,269.0,453.0,150.0,184.0,2005,0.0,73992.44827586207
530,Table Mountain 1-7FH,108683,102487.0,1123.0,2585.0,4521.0,1462.0,1936.0,2006,102487.0,0.0
531,Tecton Cave Hills Cattle Co. 13-36H,119477,98740.0,495.0,1234.0,2152.0,739.0,918.0,2013,98740.0,0.0
533,Thune A-1,27647,266403.31034482765,911.0,1772.0,3412.0,861.0,1640.0,2010,0.0,266403.31034482765
534,Thune B 1-30,78056,227040.89655172414,429.0,1113.0,2533.0,684.0,1420.0,2011,0.0,227040.89655172414
535,Thune Federal 6-5,36288,528934.2068965517,1520.0,2517.0,3875.0,997.0,1358.0,2012,0.0,528934.2068965517
536,Total 1-6 McGuire,10775,14027.310344827587,96.0,230.0,460.0,134.0,230.0,1987,14027.310344827587,0.0
537,Total 1-9 Fuller Canyon Federal,84398,407502.86206896533,647.0,2774.0,4510.0,2127.0,1736.0,1992,407502.86206896533,0.0
538,Travers 1-34H,116410,105964.34482758616,121.0,1001.0,2321.0,880.0,1320.0,2010,96034.31034482757,9930.034482758618
539,Travers N-5H,111058,373004.82758620696,780.0,2523.0,5023.0,1743.0,2500.0,2008,228138.58620689655,144866.24137931032
541,Tuck 1 Holloway State,4086,2022.0,61.0,170.0,472.0,109.0,302.0,1978,2022.0,0.0
542,Tuck 1 Joe Little Skunk,3865,26962.0,203.0,647.0,1532.0,444.0,885.0,1977,26962.0,0.0
545,WBRRU 12-6H,53037,427331.068965517,1221.0,2286.0,3023.0,1065.0,737.0,2012,0.0,427331.068965517
546,WBRRU 14-31H,46374,899114.6206896559,1053.0,2347.0,3372.0,1294.0,1025.0,2011,0.0,899114.6206896559
547,WBRRU 23-32H,123224,27329.344827586207,262.0,750.0,1554.0,488.0,804.0,2014,0.0,27329.344827586207
548,WBRRU 31-25H,121739,338117.48275862087,581.0,1150.0,1802.0,569.0,652.0,2014,0.0,338117.48275862087
549,WBRRU 32-23H,15369,676335.2758620683,1132.0,2493.0,3451.0,1361.0,958.0,2012,0.0,676335.2758620683
550,WBRRU 32-36AH,98836,718433.5517241376,1341.0,2267.0,3142.0,926.0,875.0,2012,0.0,718433.5517241376
551,WBRRU 33-6H,80133,217526.58620689658,1460.0,1915.0,2796.0,455.0,881.0,2014,0.0,217526.58620689658
552,WBRRU 34-36H,49303,139218.55172413783,403.0,592.0,1699.0,189.0,1107.0,2009,0.0,139218.55172413783
553,WBRRU 42-26H,76201,511002.379310345,1298.0,2093.0,2832.0,795.0,739.0,2014,0.0,511002.379310345
554,WBRRU 43-23BH,75110,404999.89655172406,541.0,1199.0,1904.0,658.0,705.0,2008,0.0,404999.89655172406
555,WBRRU 43-31H,122073,555716.103448276,491.0,975.0,1583.0,484.0,608.0,2014,0.0,555716.103448276
556,WBRRU 44-31H,123645,26648.931034482757,341.0,897.0,1624.0,556.0,727.0,2015,0.0,26648.931034482757
557,WBRRU Federal 34-25H,45513,583604.1724137929,1037.0,2139.0,2899.0,1102.0,760.0,2012,0.0,583604.1724137929
558,Webb 22-9 Cenex Johnson,43481,40239.0,342.0,782.0,1621.0,440.0,839.0,1981,40239.0,0.0
559,Webb 26-5 Cenex Well,35740,207022.0,2114.0,4661.0,8443.0,2547.0,3782.0,1990,207022.0,0.0
560,Webb 36-10 Cenex State,40049,71561.0,331.0,842.0,1794.0,511.0,952.0,1982,71561.0,0.0
562,Webb 7-9 Cenex Turbiville,42673,219062.0,1313.0,3348.0,7022.0,2035.0,3674.0,1989,219062.0,0.0
566,Wulf 1 Federal,5656,158959.13793103438,367.0,1020.0,2123.0,653.0,1103.0,1983,158959.13793103438,0.0
567,Wulf 2 Federal,6395,65551.34482758626,448.0,1383.0,3881.0,935.0,2498.0,1984,65551.34482758626,0.0
568,Wyoming Resources 34-24 Travers,33419,437245.27586206945,1070.0,2484.0,4395.0,1414.0,1911.0,2000,427197.5862068968,10047.689655172413
